ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_SEXO;DESC_SEXO;SUB_INDICADOR
Indicador  3.a.1;2;21.0;12;Acre;12361;2019;4;Homens;12361
Indicador  3.a.1;2;13.0;12;Acre;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;10.9;13;Amazonas;12361;2019;6794;Total;12361
Indicador  3.a.1;2;17.2;13;Amazonas;12361;2019;4;Homens;12361
Indicador  3.a.1;2;5.6;13;Amazonas;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;12.8;14;Roraima;12361;2019;6794;Total;12361
Indicador  3.a.1;2;19.0;14;Roraima;12361;2019;4;Homens;12361
Indicador  3.a.1;2;7.9;14;Roraima;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;11.1;15;Pará;12361;2019;6794;Total;12361
Indicador  3.a.1;2;16.1;15;Pará;12361;2019;4;Homens;12361
Indicador  3.a.1;2;7.6;15;Pará;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;13.1;16;Amapá;12361;2019;6794;Total;12361
Indicador  3.a.1;2;18.4;16;Amapá;12361;2019;4;Homens;12361
Indicador  3.a.1;2;10.0;16;Amapá;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;13.9;17;Tocantins;12361;2019;6794;Total;12361
Indicador  3.a.1;2;19.9;17;Tocantins;12361;2019;4;Homens;12361
Indicador  3.a.1;2;9.5;17;Tocantins;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;11.7;21;Maranhão;12361;2019;6794;Total;12361
Indicador  3.a.1;2;17.0;21;Maranhão;12361;2019;4;Homens;12361
Indicador  3.a.1;2;7.6;21;Maranhão;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;12.0;22;Piauí;12361;2019;6794;Total;12361
Indicador  3.a.1;2;17.1;22;Piauí;12361;2019;4;Homens;12361
Indicador  3.a.1;2;8.3;22;Piauí;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;12.6;23;Ceará;12361;2019;6794;Total;12361
Indicador  3.a.1;2;16.2;23;Ceará;12361;2019;4;Homens;12361
Indicador  3.a.1;2;10.5;23;Ceará;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;12.9;24;Rio Grande do Norte;12361;2019;6794;Total;12361
Indicador  3.a.1;2;18.6;24;Rio Grande do Norte;12361;2019;4;Homens;12361
Indicador  3.a.1;2;8.1;24;Rio Grande do Norte;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;12.5;25;Paraíba;12361;2019;6794;Total;12361
Indicador  3.a.1;2;16.5;25;Paraíba;12361;2019;4;Homens;12361
Indicador  3.a.1;2;9.6;25;Paraíba;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;12.4;26;Pernambuco;12361;2019;6794;Total;12361
Indicador  3.a.1;2;17.6;26;Pernambuco;12361;2019;4;Homens;12361
Indicador  3.a.1;2;9.5;26;Pernambuco;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;11.0;27;Alagoas;12361;2019;6794;Total;12361
Indicador  3.a.1;2;14.8;27;Alagoas;12361;2019;4;Homens;12361
Indicador  3.a.1;2;8.4;27;Alagoas;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;10.4;28;Sergipe;12361;2019;6794;Total;12361
Indicador  3.a.1;2;13.4;28;Sergipe;12361;2019;4;Homens;12361
Indicador  3.a.1;2;8.7;28;Sergipe;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;10.7;29;Bahia;12361;2019;6794;Total;12361
